ts,epoch,date,ticker,stance,conviction,price,briefing,model
2026-07-13 09:56:03,1783961763,2026-07-13,TSLA,bearish,50,393.13,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,MSFT,neutral,60,392.71,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,META,bullish,60,659.18,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,NFLX,bearish,55,74.58,0,claude-fable-5
2026-07-13 09:56:03,1783961763,2026-07-13,AVGO,neutral,55,386.36,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,JPM,bearish,40,334.5,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,XOM,bullish,60,144.0,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,CVX,bullish,55,180.87,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,CAT,bullish,50,932.15,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,DE,bearish,45,585.85,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,BA,neutral,55,217.16,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,WMT,neutral,45,114.66,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,HD,bearish,45,337.77,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,DIS,neutral,50,96.47,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,KO,neutral,70,83.96,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,AAPL,bullish,60,316.34,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,NVDA,neutral,55,204.58,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,TSLA,neutral,50,393.9,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,MSFT,bullish,45,392.93,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,META,neutral,50,658.97,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,ORCL,bearish,60,134.47,0,claude-fable-5
2026-07-13 10:06:57,1783962417,2026-07-13,AVGO,neutral,50,387.92,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,CAT,bullish,55,932.41,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,DE,neutral,55,586.62,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,KO,neutral,65,83.98,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,AAPL,bullish,62,315.91,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,NVDA,neutral,55,204.39,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,TSLA,neutral,50,394.11,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,MSFT,neutral,60,393.01,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,META,bullish,58,660.53,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,NFLX,neutral,50,74.43,0,claude-fable-5
2026-07-13 10:17:36,1783963056,2026-07-13,AVGO,neutral,50,386.98,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,GS,neutral,60,1041.05,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,CVX,bullish,55,181.41,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,DE,neutral,55,586.28,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,WMT,neutral,55,114.52,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,KO,neutral,65,84.14,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,TSLA,bearish,55,393.31,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,MSFT,neutral,60,392.49,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,META,bullish,55,662.37,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,ORCL,bearish,60,134.08,0,claude-fable-5
2026-07-13 10:28:17,1783963697,2026-07-13,AVGO,neutral,55,386.26,0,claude-fable-5
